customerid,billmonth,month,monthlycharge,totalamount,payment,paymentdate
5373,2026-06-01,6,31.01,33.18,33.18,2026-06-07
5374,2026-06-01,6,21.26,22.75,22.75,2026-06-06
5375,2026-06-01,6,110.09,117.8,117.8,2026-06-05
5376,2026-06-01,6,55.98,59.9,59.9,2026-06-06
5377,2026-06-01,6,25.07,26.82,26.82,2026-06-07
5378,2026-06-01,6,25.23,27.0,27.0,2026-06-11
5379,2026-06-01,6,20.45,21.88,21.88,2026-06-05
5380,2026-06-01,6,75.96,81.28,81.28,2026-06-05
5381,2026-06-01,6,60.51,64.75,64.75,2026-06-05
5382,2026-06-01,6,145.2,155.36,155.36,2026-06-05
5383,2026-06-01,6,149.17,159.61,159.61,2026-06-05
5384,2026-06-01,6,55.39,59.27,59.27,2026-06-19
5385,2026-06-01,6,81.53,87.24,87.24,2026-06-06
5386,2026-06-01,6,75.77,81.07,81.07,2026-06-05
5387,2026-06-01,6,82.48,88.25,88.25,2026-06-06
5388,2026-06-01,6,116.76,124.93,124.93,2026-06-28
5389,2026-06-01,6,115.57,123.66,123.66,2026-06-05
5390,2026-06-01,6,79.28,84.83,84.83,2026-06-06
5391,2026-06-01,6,67.28,71.99,71.99,2026-06-06
5392,2026-06-01,6,33.89,36.26,36.26,2026-06-05
5393,2026-06-01,6,24.56,26.28,26.28,2026-06-09
5394,2026-06-01,6,93.65,100.21,100.21,2026-06-07
5395,2026-06-01,6,42.89,45.89,45.89,2026-06-05
5396,2026-06-01,6,29.66,31.74,31.74,2026-06-07
5397,2026-06-01,6,61.84,66.17,66.17,2026-06-05
5398,2026-06-01,6,40.38,43.21,43.21,2026-06-07
5399,2026-06-01,6,27.5,29.42,29.42,2026-06-07
5400,2026-06-01,6,64.08,68.57,68.57,2026-06-05
5401,2026-06-01,6,121.45,129.95,129.95,2026-06-05
5402,2026-06-01,6,106.95,114.44,114.44,2026-06-07
5403,2026-06-01,6,43.69,46.75,46.75,2026-06-05
5404,2026-06-01,6,77.17,82.57,82.57,2026-06-07
5405,2026-06-01,6,117.99,126.25,126.25,2026-06-05
5406,2026-06-01,6,72.22,77.28,77.28,2026-06-05
5407,2026-06-01,6,114.77,122.8,122.8,2026-06-17
5408,2026-06-01,6,71.79,76.82,76.82,2026-06-07
5409,2026-06-01,6,81.57,87.28,87.28,2026-06-05
5410,2026-06-01,6,29.31,31.36,31.36,2026-06-06
5411,2026-06-01,6,34.99,37.44,37.44,2026-06-05
5412,2026-06-01,6,27.39,29.31,29.31,2026-06-06
5413,2026-06-01,6,24.11,25.8,25.8,2026-07-07
5414,2026-06-01,6,80.8,86.46,86.46,2026-06-05
5415,2026-06-01,6,40.92,43.78,43.78,2026-06-06
5416,2026-06-01,6,30.19,32.3,32.3,2026-06-06
5417,2026-06-01,6,53.72,57.48,57.48,2026-06-07
5418,2026-06-01,6,133.47,142.81,142.81,2026-06-05
5419,2026-06-01,6,44.16,47.25,47.25,2026-06-06
5420,2026-06-01,6,70.92,75.88,75.88,2026-06-07
5421,2026-06-01,6,131.15,140.33,140.33,2026-06-07
5422,2026-06-01,6,78.24,83.72,83.72,2026-06-09
5423,2026-06-01,6,39.15,41.89,41.89,2026-06-05
5424,2026-06-01,6,117.11,125.31,125.31,2026-06-05
5425,2026-06-01,6,61.97,66.31,66.31,2026-06-07
5426,2026-06-01,6,51.13,54.71,54.71,2026-06-05
5427,2026-06-01,6,68.69,73.5,73.5,2026-06-05
5428,2026-06-01,6,78.9,84.42,84.42,2026-06-08
5429,2026-06-01,6,39.49,42.25,42.25,2026-06-05
5430,2026-06-01,6,119.99,128.39,128.39,2026-06-05
5431,2026-06-01,6,65.27,69.84,69.84,2026-06-05
5432,2026-06-01,6,20.54,21.98,21.98,2026-06-05
5433,2026-06-01,6,74.46,79.67,79.67,2026-06-13
5434,2026-06-01,6,26.39,28.24,28.24,2026-06-05
5435,2026-06-01,6,44.17,47.26,47.26,2026-06-06
5436,2026-06-01,6,66.49,71.14,71.14,2026-06-05
5437,2026-06-01,6,71.0,75.97,75.97,2026-06-05
5438,2026-06-01,6,20.44,21.87,21.87,2026-06-07
5439,2026-06-01,6,82.53,88.31,88.31,2026-06-06
5440,2026-06-01,6,38.21,40.88,40.88,2026-06-05
5441,2026-06-01,6,29.64,31.71,31.71,2026-07-03
5442,2026-06-01,6,58.17,62.24,62.24,2026-06-05
5443,2026-06-01,6,63.84,68.31,68.31,2026-06-05
5444,2026-06-01,6,53.31,57.04,57.04,2026-06-13
5445,2026-06-01,6,94.14,100.73,100.73,2026-06-09
5446,2026-06-01,6,58.26,62.34,62.34,2026-06-07
5447,2026-06-01,6,83.12,88.94,88.94,2026-06-06
5448,2026-06-01,6,34.53,36.95,36.95,2026-06-09
5449,2026-06-01,6,36.37,38.92,38.92,2026-06-05
5450,2026-06-01,6,33.96,36.34,36.34,2026-06-08
5451,2026-06-01,6,110.59,118.33,118.33,2026-06-05
5452,2026-06-01,6,35.16,37.62,37.62,2026-06-05
5453,2026-06-01,6,57.82,61.87,61.87,2026-06-07
5454,2026-06-01,6,108.67,116.28,116.28,2026-06-06
5455,2026-06-01,6,50.55,54.09,54.09,2026-06-08
5456,2026-06-01,6,57.44,61.46,61.46,2026-06-06
5457,2026-06-01,6,29.63,31.7,31.7,2026-06-05
5458,2026-06-01,6,74.55,79.77,79.77,2026-06-05
5459,2026-06-01,6,34.63,37.05,37.05,2026-06-10
5460,2026-06-01,6,63.84,68.31,68.31,2026-06-07
5461,2026-06-01,6,33.89,36.26,36.26,2026-06-11
5462,2026-06-01,6,33.12,35.44,35.44,2026-06-05
5463,2026-06-01,6,36.85,39.43,39.43,2026-06-07
5464,2026-06-01,6,75.86,81.17,81.17,2026-06-05
5465,2026-06-01,6,28.8,30.82,30.82,2026-06-05
5466,2026-06-01,6,93.15,99.67,99.67,2026-06-07
5467,2026-06-01,6,73.51,78.66,78.66,2026-06-06
5468,2026-06-01,6,42.72,45.71,45.71,2026-06-05
5469,2026-06-01,6,79.28,84.83,84.83,2026-06-05
5470,2026-06-01,6,32.34,34.6,34.6,2026-06-07
5471,2026-06-01,6,29.34,31.39,31.39,2026-06-05
5472,2026-06-01,6,44.94,48.09,48.09,2026-06-05
5473,2026-06-01,6,32.49,34.76,34.76,2026-06-05
5474,2026-06-01,6,138.19,147.86,147.86,2026-06-05
5475,2026-06-01,6,30.33,32.45,32.45,2026-06-05
5476,2026-06-01,6,29.0,31.03,31.03,2026-06-06
5477,2026-06-01,6,29.94,32.04,32.04,2026-06-05
5478,2026-06-01,6,77.74,83.18,83.18,2026-06-09
5479,2026-06-01,6,32.21,34.46,34.46,2026-06-05
5480,2026-06-01,6,74.41,79.62,79.62,2026-06-05
5481,2026-06-01,6,29.34,31.39,31.39,2026-06-13
5482,2026-06-01,6,28.2,30.17,30.17,2026-06-05
5483,2026-06-01,6,52.35,56.01,56.01,2026-06-07
5484,2026-06-01,6,22.24,23.8,23.8,2026-06-06
5485,2026-06-01,6,84.38,90.29,90.29,2026-06-07
5486,2026-06-01,6,20.36,21.79,21.79,2026-06-22
5487,2026-06-01,6,125.65,134.45,134.45,2026-06-05
5488,2026-06-01,6,57.43,61.45,61.45,2026-06-05
5489,2026-06-01,6,24.0,25.68,25.68,2026-06-07
5490,2026-06-01,6,31.57,33.78,33.78,2026-06-07
5491,2026-06-01,6,96.68,103.45,103.45,2026-06-05
5492,2026-06-01,6,23.26,24.89,24.89,2026-06-08
5493,2026-06-01,6,91.03,97.4,97.4,2026-06-06
5494,2026-06-01,6,21.0,22.47,22.47,2026-06-07
5495,2026-06-01,6,107.24,114.75,114.75,2026-06-05
5496,2026-06-01,6,33.23,35.56,35.56,2026-06-11
5497,2026-06-01,6,138.66,148.37,148.37,2026-06-05
5498,2026-06-01,6,35.53,38.02,38.02,2026-06-05
5499,2026-06-01,6,20.75,22.2,22.2,2026-06-07
5500,2026-06-01,6,29.34,31.39,31.39,2026-06-05
5501,2026-06-01,6,36.01,38.53,38.53,2026-06-05
5502,2026-06-01,6,84.08,89.97,89.97,2026-06-06
5503,2026-06-01,6,56.21,60.14,60.14,2026-06-05
5504,2026-06-01,6,51.77,55.39,55.39,2026-06-08
5505,2026-06-01,6,84.19,90.08,90.08,2026-06-06
5506,2026-06-01,6,34.28,36.68,36.68,2026-06-06
5507,2026-06-01,6,84.79,90.73,90.73,2026-06-05
5508,2026-06-01,6,26.85,28.73,28.73,2026-06-06
5509,2026-06-01,6,62.48,66.85,66.85,2026-06-07
5510,2026-06-01,6,30.0,32.1,32.1,2026-06-08
5511,2026-06-01,6,93.8,100.37,100.37,2026-06-07
5512,2026-06-01,6,25.96,27.78,27.78,2026-06-05
5513,2026-06-01,6,55.93,59.85,59.85,2026-06-06
5514,2026-06-01,6,125.99,134.81,134.81,2026-06-07
5515,2026-06-01,6,96.33,103.07,103.07,2026-06-05
5516,2026-06-01,6,67.11,71.81,71.81,2026-06-05
5517,2026-06-01,6,68.36,73.15,73.15,2026-06-07
5518,2026-06-01,6,135.74,145.24,145.24,2026-06-05
5519,2026-06-01,6,64.3,68.8,68.8,2026-06-09
5520,2026-06-01,6,22.3,23.86,23.86,2026-06-05
5521,2026-06-01,6,122.24,130.8,130.8,2026-06-05
5522,2026-06-01,6,134.14,143.53,143.53,2026-06-08
5523,2026-06-01,6,34.94,37.39,37.39,2026-06-24
5524,2026-06-01,6,124.93,133.68,133.68,2026-06-05
5525,2026-06-01,6,76.36,81.71,81.71,2026-06-05
5526,2026-06-01,6,77.75,83.19,83.19,2026-06-09
5527,2026-06-01,6,26.59,28.45,28.45,2026-06-05
5528,2026-06-01,6,34.51,36.93,36.93,2026-06-06
5529,2026-06-01,6,40.7,43.55,43.55,2026-06-11
5530,2026-06-01,6,38.07,40.73,40.73,2026-06-07
5531,2026-06-01,6,112.94,120.85,120.85,2026-06-05
5532,2026-06-01,6,34.53,36.95,36.95,2026-06-05
5533,2026-06-01,6,31.7,33.92,33.92,2026-06-06
5534,2026-06-01,6,36.6,39.16,39.16,2026-06-07
5535,2026-06-01,6,67.94,72.7,72.7,2026-06-05
5536,2026-06-01,6,20.38,21.81,21.81,2026-06-12
5537,2026-06-01,6,135.17,144.63,144.63,2026-06-05
5538,2026-06-01,6,37.18,39.78,39.78,2026-07-07
5539,2026-06-01,6,36.1,38.63,38.63,2026-06-15
5540,2026-06-01,6,38.3,40.98,40.98,2026-06-07
5541,2026-06-01,6,146.45,156.7,156.7,2026-06-05
5542,2026-06-01,6,75.71,81.01,81.01,2026-06-05
5543,2026-06-01,6,63.01,67.42,67.42,2026-06-05
5544,2026-06-01,6,53.35,57.08,57.08,2026-06-06
5545,2026-06-01,6,37.53,40.16,40.16,2026-06-05
5546,2026-06-01,6,52.94,56.65,56.65,2026-06-05
5547,2026-06-01,6,34.09,36.48,36.48,2026-06-07
5548,2026-06-01,6,25.77,27.57,27.57,2026-06-06
5549,2026-06-01,6,33.83,36.2,36.2,2026-06-06
5550,2026-06-01,6,80.08,85.69,85.69,2026-06-09
5551,2026-06-01,6,80.0,85.6,85.6,2026-06-05
5552,2026-06-01,6,110.23,117.95,117.95,2026-06-10
5553,2026-06-01,6,24.45,26.16,26.16,2026-06-08
5554,2026-06-01,6,31.17,33.35,33.35,2026-06-05
5555,2026-06-01,6,41.17,44.05,44.05,2026-06-05
5556,2026-06-01,6,30.38,32.51,32.51,2026-06-06
5557,2026-06-01,6,30.48,32.61,32.61,2026-06-05
5558,2026-06-01,6,36.58,39.14,39.14,2026-06-16
5559,2026-06-01,6,32.02,34.26,34.26,2026-06-18
5560,2026-06-01,6,57.82,61.87,61.87,2026-06-07
5561,2026-06-01,6,29.31,31.36,31.36,2026-06-05
5562,2026-06-01,6,40.91,43.77,43.77,2026-06-05
5563,2026-06-01,6,43.6,46.65,46.65,2026-06-11
5564,2026-06-01,6,23.97,25.65,25.65,2026-06-05
5565,2026-06-01,6,55.49,59.37,59.37,2026-06-07
5566,2026-06-01,6,42.18,45.13,45.13,2026-06-05
5567,2026-06-01,6,37.3,39.91,39.91,2026-06-05
5568,2026-06-01,6,44.28,47.38,47.38,2026-06-05
5569,2026-06-01,6,54.24,58.04,58.04,2026-06-05
5570,2026-06-01,6,80.39,86.02,86.02,2026-06-07
5571,2026-06-01,6,28.51,30.51,30.51,2026-06-06
5572,2026-06-01,6,115.48,123.56,123.56,2026-06-06
5573,2026-06-01,6,26.74,28.61,28.61,2026-06-05
5574,2026-06-01,6,33.69,36.05,36.05,2026-06-05
5575,2026-06-01,6,29.81,31.9,31.9,2026-06-06
5576,2026-06-01,6,57.02,61.01,61.01,2026-06-07
5577,2026-06-01,6,30.82,32.98,32.98,2026-06-10
5578,2026-06-01,6,22.73,24.32,24.32,2026-06-07
5579,2026-06-01,6,78.79,84.31,84.31,2026-06-05
5580,2026-06-01,6,44.93,48.08,48.08,2026-06-07
5581,2026-06-01,6,40.23,43.05,43.05,2026-06-05
5582,2026-06-01,6,29.69,31.77,31.77,2026-06-05
5583,2026-06-01,6,60.18,64.39,64.39,2026-06-07
5584,2026-06-01,6,82.52,88.3,88.3,2026-06-05
5585,2026-06-01,6,119.58,127.95,127.95,2026-06-09
5586,2026-06-01,6,20.48,21.91,21.91,2026-06-07
5587,2026-06-01,6,28.23,30.21,30.21,2026-06-05
5588,2026-06-01,6,66.17,70.8,70.8,2026-06-05
5589,2026-06-01,6,34.88,37.32,37.32,2026-06-05
5590,2026-06-01,6,38.19,40.86,40.86,2026-06-10
5591,2026-06-01,6,42.41,45.38,45.38,2026-06-05
5592,2026-06-01,6,65.12,69.68,69.68,2026-06-05
5593,2026-06-01,6,79.07,84.6,84.6,2026-06-06
5594,2026-06-01,6,23.28,24.91,24.91,2026-06-06
5595,2026-06-01,6,90.22,96.54,96.54,2026-06-05
5596,2026-06-01,6,65.68,70.28,70.28,2026-06-07
5597,2026-06-01,6,130.9,140.06,140.06,2026-06-05
5598,2026-06-01,6,56.85,60.83,60.83,2026-06-05
5599,2026-06-01,6,60.67,64.92,64.92,2026-06-16
5600,2026-06-01,6,102.09,109.24,109.24,2026-06-07
5601,2026-06-01,6,126.22,135.06,135.06,2026-06-13
5602,2026-06-01,6,36.33,38.87,38.87,2026-06-06
5603,2026-06-01,6,79.4,84.96,84.96,2026-06-05
5604,2026-06-01,6,54.36,58.17,58.17,2026-06-05
5605,2026-06-01,6,68.89,73.71,73.71,2026-06-05
5606,2026-06-01,6,44.65,47.78,47.78,2026-06-05
5607,2026-06-01,6,78.11,83.58,83.58,2026-06-05
5608,2026-06-01,6,54.33,58.13,58.13,2026-06-08
5609,2026-06-01,6,21.0,22.47,22.47,2026-06-10
5610,2026-06-01,6,21.91,23.44,23.44,2026-06-05
5611,2026-06-01,6,39.06,41.79,41.79,2026-06-05
5612,2026-06-01,6,41.89,44.82,44.82,2026-06-06
5613,2026-06-01,6,60.85,65.11,65.11,2026-06-06
5614,2026-06-01,6,75.51,80.8,80.8,2026-06-23
5615,2026-06-01,6,43.97,47.05,47.05,2026-06-05
5616,2026-06-01,6,80.75,86.4,86.4,2026-06-05
5617,2026-06-01,6,27.39,29.31,29.31,2026-06-07
5618,2026-06-01,6,22.48,24.05,24.05,2026-06-05
5619,2026-06-01,6,64.82,69.36,69.36,2026-06-06
5620,2026-06-01,6,22.32,23.88,23.88,2026-06-05
5621,2026-06-01,6,50.08,53.59,53.59,2026-06-05
5622,2026-06-01,6,103.21,110.43,110.43,2026-06-05
5623,2026-06-01,6,131.95,141.19,141.19,2026-06-05
5624,2026-06-01,6,93.73,100.29,100.29,2026-06-07
5625,2026-06-01,6,60.02,64.22,64.22,2026-06-10
5626,2026-06-01,6,68.89,73.71,73.71,2026-06-07
5627,2026-06-01,6,117.82,126.07,126.07,2026-06-09
5628,2026-06-01,6,40.5,43.34,43.34,2026-06-05
5629,2026-06-01,6,38.16,40.83,40.83,2026-06-05
5630,2026-06-01,6,44.97,48.12,48.12,2026-06-07
5631,2026-06-01,6,63.65,68.11,68.11,2026-06-13
5632,2026-06-01,6,27.75,29.69,29.69,2026-06-05
5633,2026-06-01,6,66.31,70.95,70.95,2026-06-06
5634,2026-06-01,6,127.84,136.79,136.79,2026-06-05
5635,2026-06-01,6,58.6,62.7,62.7,2026-06-05
5636,2026-06-01,6,24.67,26.4,26.4,2026-06-07
5637,2026-06-01,6,80.01,85.61,85.61,2026-06-07
5638,2026-06-01,6,40.06,42.86,42.86,2026-06-08
5639,2026-06-01,6,57.46,61.48,61.48,2026-06-06
5640,2026-06-01,6,112.88,120.78,120.78,2026-06-07
5641,2026-06-01,6,33.02,35.33,35.33,2026-06-06
5642,2026-06-01,6,32.63,34.91,34.91,2026-06-07
5643,2026-06-01,6,32.48,34.75,34.75,2026-06-05
5644,2026-06-01,6,75.41,80.69,80.69,2026-06-07
5645,2026-06-01,6,130.73,139.88,139.88,2026-07-06
5646,2026-06-01,6,50.22,53.74,53.74,2026-06-11
5647,2026-06-01,6,41.49,44.39,44.39,2026-06-05
5648,2026-06-01,6,22.8,24.4,24.4,2026-06-08
5649,2026-06-01,6,50.83,54.39,54.39,2026-06-21
5650,2026-06-01,6,28.26,30.24,30.24,2026-06-06
5651,2026-06-01,6,42.95,45.96,45.96,2026-06-05
5652,2026-06-01,6,20.23,21.65,21.65,2026-06-08
5653,2026-06-01,6,33.08,35.4,35.4,2026-06-05
5654,2026-06-01,6,29.27,31.32,31.32,2026-06-05
5655,2026-06-01,6,40.14,42.95,42.95,2026-06-05
5656,2026-06-01,6,40.24,43.06,43.06,2026-06-07
5657,2026-06-01,6,69.91,74.8,74.8,2026-06-05
5658,2026-06-01,6,74.09,79.28,79.28,2026-06-07
5659,2026-06-01,6,25.23,27.0,27.0,2026-06-29
5660,2026-06-01,6,38.23,40.91,40.91,2026-06-07
5661,2026-06-01,6,71.4,76.4,76.4,2026-06-05
5662,2026-06-01,6,43.89,46.96,46.96,2026-06-06
5663,2026-06-01,6,33.16,35.48,35.48,2026-06-05
5664,2026-06-01,6,133.93,143.31,143.31,2026-06-05
5665,2026-06-01,6,73.99,79.17,79.17,2026-06-06
5666,2026-06-01,6,118.9,127.22,127.22,2026-06-05
5667,2026-06-01,6,38.42,41.11,41.11,2026-06-05
5668,2026-06-01,6,31.42,33.62,33.62,2026-06-05
5669,2026-06-01,6,80.96,86.63,86.63,2026-06-07
5670,2026-06-01,6,84.34,90.24,90.24,2026-06-16
5671,2026-06-01,6,58.3,62.38,62.38,2026-06-05
5672,2026-06-01,6,66.05,70.67,70.67,2026-06-05
5673,2026-06-01,6,41.6,44.51,44.51,2026-06-05
5674,2026-06-01,6,44.93,48.08,48.08,2026-06-07
5675,2026-06-01,6,24.9,26.64,26.64,2026-06-05
5676,2026-06-01,6,63.04,67.45,67.45,2026-06-06
5677,2026-06-01,6,42.42,45.39,45.39,2026-06-07
5678,2026-06-01,6,20.47,21.9,21.9,2026-06-06
5679,2026-06-01,6,20.01,21.41,21.41,2026-06-05
5680,2026-06-01,6,91.18,97.56,97.56,2026-06-06
5681,2026-06-01,6,77.59,83.02,83.02,2026-06-05
5682,2026-06-01,6,28.75,30.76,30.76,2026-06-05
5683,2026-06-01,6,59.93,64.13,64.13,2026-06-05
5684,2026-06-01,6,23.39,25.03,25.03,2026-06-05
5685,2026-06-01,6,144.94,155.09,155.09,2026-06-05
5686,2026-06-01,6,133.95,143.33,143.33,2026-06-05
5687,2026-06-01,6,42.31,45.27,45.27,2026-06-05
5688,2026-06-01,6,128.92,137.94,137.94,2026-06-05
5689,2026-06-01,6,61.51,65.82,65.82,2026-06-07
5690,2026-06-01,6,60.21,64.42,64.42,2026-06-08
5691,2026-06-01,6,78.6,84.1,84.1,2026-06-14
5692,2026-06-01,6,115.76,123.86,123.86,2026-06-05
5693,2026-06-01,6,124.55,133.27,133.27,2026-06-20
5694,2026-06-01,6,130.98,140.15,140.15,2026-06-05
5695,2026-06-01,6,67.79,72.54,72.54,2026-06-07
5696,2026-06-01,6,67.32,72.03,72.03,2026-06-05
5697,2026-06-01,6,106.0,113.42,113.42,2026-06-05
5698,2026-06-01,6,59.52,63.69,63.69,2026-06-06
5699,2026-06-01,6,52.04,55.68,55.68,2026-06-05
5700,2026-06-01,6,72.95,78.06,78.06,2026-06-09
5701,2026-06-01,6,84.38,90.29,90.29,2026-06-05
5702,2026-06-01,6,23.3,24.93,24.93,2026-06-26
5703,2026-06-01,6,126.54,135.4,135.4,2026-06-05
5704,2026-06-01,6,59.91,64.1,64.1,2026-06-29
5705,2026-06-01,6,29.5,31.56,31.56,2026-06-10
5706,2026-06-01,6,116.93,125.12,125.12,2026-06-10
5707,2026-06-01,6,24.96,26.71,26.71,2026-06-11
5708,2026-06-01,6,119.09,127.43,127.43,2026-06-06
5709,2026-06-01,6,90.44,96.77,96.77,2026-06-06
5710,2026-06-01,6,78.08,83.55,83.55,2026-06-06
5711,2026-06-01,6,111.46,119.26,119.26,2026-06-06
5712,2026-06-01,6,96.99,103.78,103.78,2026-06-07
5713,2026-06-01,6,81.27,86.96,86.96,2026-06-06
5714,2026-06-01,6,59.33,63.48,63.48,2026-06-05
5715,2026-06-01,6,121.66,130.18,130.18,2026-06-05
5716,2026-06-01,6,91.71,98.13,98.13,2026-06-05
5717,2026-06-01,6,142.91,152.91,152.91,2026-06-06
5718,2026-06-01,6,36.32,38.86,38.86,2026-06-07
5719,2026-06-01,6,40.75,43.6,43.6,2026-06-09
5720,2026-06-01,6,20.43,21.86,21.86,2026-06-05
5721,2026-06-01,6,127.15,136.05,136.05,2026-06-26
5722,2026-06-01,6,60.24,64.46,64.46,2026-06-05
5723,2026-06-01,6,42.39,45.36,45.36,2026-06-05
5724,2026-06-01,6,108.04,115.6,115.6,2026-06-05
5725,2026-06-01,6,35.37,37.85,37.85,2026-06-06
5726,2026-06-01,6,21.74,23.26,23.26,2026-06-05
5727,2026-06-01,6,34.85,37.29,37.29,2026-06-05
5728,2026-06-01,6,101.86,108.99,108.99,2026-06-05
5729,2026-06-01,6,122.36,130.93,130.93,2026-06-06
5730,2026-06-01,6,38.97,41.7,41.7,2026-06-08
5731,2026-06-01,6,81.21,86.89,86.89,2026-06-05
5732,2026-06-01,6,82.4,88.17,88.17,2026-06-08
5733,2026-06-01,6,26.19,28.02,28.02,2026-06-14
5734,2026-06-01,6,58.26,62.34,62.34,2026-06-05
5735,2026-06-01,6,21.91,23.44,23.44,2026-06-06
5736,2026-06-01,6,42.6,45.58,45.58,2026-06-27
5737,2026-06-01,6,36.01,38.53,38.53,2026-06-05
5738,2026-06-01,6,148.69,159.1,159.1,2026-06-10
5739,2026-06-01,6,59.58,63.75,63.75,2026-06-07
5740,2026-06-01,6,134.85,144.29,144.29,2026-06-06
5741,2026-06-01,6,81.57,87.28,87.28,2026-06-05
5742,2026-06-01,6,74.3,79.5,79.5,2026-06-05
5743,2026-06-01,6,43.67,46.73,46.73,2026-06-05
5744,2026-06-01,6,23.3,24.93,24.93,2026-06-05
5745,2026-06-01,6,33.24,35.57,35.57,2026-06-08
5746,2026-06-01,6,52.27,55.93,55.93,2026-06-06
5747,2026-06-01,6,40.7,43.55,43.55,2026-06-05
5748,2026-06-01,6,37.07,39.66,39.66,2026-06-05
5749,2026-06-01,6,101.06,108.13,108.13,2026-06-06
5750,2026-06-01,6,62.8,67.2,67.2,2026-06-05
5751,2026-06-01,6,141.3,151.19,151.19,2026-06-05
5752,2026-06-01,6,56.39,60.34,60.34,2026-06-05
5753,2026-06-01,6,24.06,25.74,25.74,2026-06-05
5754,2026-06-01,6,93.47,100.01,100.01,2026-06-07
5755,2026-06-01,6,66.37,71.02,71.02,2026-06-05
5756,2026-06-01,6,75.71,81.01,81.01,2026-06-05
5757,2026-06-01,6,33.21,35.53,35.53,2026-06-05
5758,2026-06-01,6,82.9,88.7,88.7,2026-06-05
5759,2026-06-01,6,138.28,147.96,147.96,2026-06-05
5760,2026-06-01,6,61.41,65.71,65.71,2026-06-10
5761,2026-06-01,6,58.29,62.37,62.37,2026-06-07
5762,2026-06-01,6,56.17,60.1,60.1,2026-06-06
5763,2026-06-01,6,91.37,97.77,97.77,2026-07-04
5764,2026-06-01,6,138.09,147.76,147.76,2026-06-05
5765,2026-06-01,6,29.07,31.1,31.1,2026-06-05
5766,2026-06-01,6,26.04,27.86,27.86,2026-06-27
5767,2026-06-01,6,68.4,73.19,73.19,2026-06-07
5768,2026-06-01,6,67.78,72.52,72.52,2026-06-05
5769,2026-06-01,6,70.99,75.96,75.96,2026-06-22
5770,2026-06-01,6,61.71,66.03,66.03,2026-06-06
5771,2026-06-01,6,57.4,61.42,61.42,2026-06-05
5772,2026-06-01,6,140.97,150.84,150.84,2026-06-06
5773,2026-06-01,6,43.25,46.28,46.28,2026-06-07
5774,2026-06-01,6,50.35,53.87,53.87,2026-06-05
5775,2026-06-01,6,97.78,104.62,104.62,2026-06-08
5776,2026-06-01,6,50.36,53.89,53.89,2026-06-05
5777,2026-06-01,6,71.28,76.27,76.27,2026-06-07
5778,2026-06-01,6,32.37,34.64,34.64,2026-06-05
5779,2026-06-01,6,39.14,41.88,41.88,2026-06-08
5780,2026-06-01,6,149.02,159.45,159.45,2026-06-12
5781,2026-06-01,6,24.26,25.96,25.96,2026-06-05
5782,2026-06-01,6,75.84,81.15,81.15,2026-06-05
5783,2026-06-01,6,20.57,22.01,22.01,2026-06-07
5784,2026-06-01,6,60.13,64.34,64.34,2026-06-06
5785,2026-06-01,6,67.9,72.65,72.65,2026-06-05
5786,2026-06-01,6,42.43,45.4,45.4,2026-06-24
5787,2026-06-01,6,38.21,40.88,40.88,2026-06-05
5788,2026-06-01,6,100.37,107.4,107.4,2026-07-06
5789,2026-06-01,6,27.27,29.18,29.18,2026-06-05
5790,2026-06-01,6,21.81,23.34,23.34,2026-06-05
5791,2026-06-01,6,61.32,65.61,65.61,2026-06-05
5792,2026-06-01,6,55.64,59.53,59.53,2026-06-06
5793,2026-06-01,6,63.15,67.57,67.57,2026-06-05
5794,2026-06-01,6,73.05,78.16,78.16,2026-06-05
5795,2026-06-01,6,90.19,96.5,96.5,2026-06-05
5796,2026-06-01,6,28.05,30.01,30.01,2026-06-30
5797,2026-06-01,6,30.98,33.15,33.15,2026-06-05
5798,2026-06-01,6,83.67,89.53,89.53,2026-06-06
5799,2026-06-01,6,94.47,101.08,101.08,2026-06-29
5800,2026-06-01,6,118.05,126.31,126.31,2026-06-05
5801,2026-06-01,6,113.2,121.12,121.12,2026-06-05
5802,2026-06-01,6,38.89,41.61,41.61,2026-06-05
5803,2026-06-01,6,23.11,24.73,24.73,2026-06-05
5804,2026-06-01,6,27.6,29.53,29.53,2026-06-08
5805,2026-06-01,6,41.96,44.9,44.9,2026-06-06
5806,2026-06-01,6,129.75,138.83,138.83,2026-06-05
5807,2026-06-01,6,38.53,41.23,41.23,2026-06-07
5808,2026-06-01,6,130.9,140.06,140.06,2026-06-05
5809,2026-06-01,6,23.34,24.97,24.97,2026-06-06
5810,2026-06-01,6,56.55,60.51,60.51,2026-06-06
5811,2026-06-01,6,24.17,25.86,25.86,2026-06-07
5812,2026-06-01,6,67.97,72.73,72.73,2026-06-05
5813,2026-06-01,6,30.81,32.97,32.97,2026-06-07
5814,2026-06-01,6,74.21,79.4,79.4,2026-06-05
5815,2026-06-01,6,63.05,67.46,67.46,2026-06-05
5816,2026-06-01,6,36.05,38.57,38.57,2026-06-07
5817,2026-06-01,6,126.23,135.07,135.07,2026-06-05
5818,2026-06-01,6,140.43,150.26,150.26,2026-06-05
5819,2026-06-01,6,64.02,68.5,68.5,2026-06-07
5820,2026-06-01,6,61.22,65.51,65.51,2026-06-07
5821,2026-06-01,6,43.19,46.21,46.21,2026-06-07
5822,2026-06-01,6,29.02,31.05,31.05,2026-06-05
