customerid,month,payment,nextmonthpayment
53914,7,46.92,
53915,5,81.57,81.57
53915,6,81.57,81.57
53915,7,81.57,
53916,5,101.43,101.43
53916,6,101.43,101.43
53916,7,101.43,
53917,5,73.41,73.41
53917,6,73.41,73.41
53917,7,73.41,
53918,5,30.33,30.33
53918,6,30.33,30.33
53918,7,30.33,
53919,5,58.72,58.72
53919,6,58.72,58.72
53919,7,58.72,
53920,5,97.03,97.03
53920,6,97.03,97.03
53920,7,97.03,
53921,5,83.89,83.89
53921,6,83.89,83.89
53921,7,83.89,
53922,5,117.08,117.08
53922,6,117.08,117.08
53922,7,117.08,
53923,5,60.74,60.74
53923,6,60.74,60.74
53923,7,60.74,
53924,5,103.16,103.16
53924,6,103.16,103.16
53924,7,103.16,
53925,5,30.98,30.98
53925,6,30.98,30.98
53925,7,30.98,
53926,5,152.92,152.92
53926,6,152.92,152.92
53926,7,152.92,
53927,5,66.93,66.93
53927,6,66.93,66.93
53927,7,66.93,
53928,5,104.03,104.03
53928,6,104.03,104.03
53928,7,104.03,
53929,5,24.35,24.35
53929,6,24.35,24.35
53929,7,24.35,
53930,5,76.09,76.09
53930,6,76.09,76.09
53930,7,76.09,
53931,5,28.61,28.61
53931,6,28.61,28.61
53931,7,28.61,
53932,5,25.10,25.10
53932,6,25.10,25.10
53932,7,25.10,
53933,5,36.73,36.73
53933,6,36.73,36.73
53933,7,36.73,
53934,5,89.24,89.24
53934,6,89.24,89.24
53934,7,89.24,
53935,5,122.92,122.92
53935,6,122.92,122.92
53935,7,122.92,
53936,5,75.60,75.60
53936,6,75.60,75.60
53936,7,75.60,
53937,5,23.28,23.28
53937,6,23.28,23.28
53937,7,23.28,
53938,5,33.43,33.43
53938,6,33.43,33.43
53938,7,33.43,
53939,5,81.05,81.05
53939,6,81.05,81.05
53939,7,81.05,
53940,5,26.71,26.71
53940,6,26.71,26.71
53940,7,26.71,
53941,5,66.90,66.90
53941,6,66.90,66.90
53941,7,66.90,
53942,5,78.50,78.50
53942,6,78.50,78.50
53942,7,78.50,
53943,5,129.06,129.06
53943,6,129.06,129.06
53943,7,129.06,
53944,5,78.92,78.92
53944,6,78.92,78.92
53944,7,78.92,
53945,5,24.56,24.56
53945,6,24.56,24.56
53945,7,24.56,
53946,5,40.08,40.08
53946,6,40.08,40.08
53946,7,40.08,
53947,5,59.06,59.06
53947,6,59.06,59.06
53947,7,59.06,
53948,5,43.98,43.98
53948,6,43.98,43.98
53948,7,43.98,
53949,5,45.67,45.67
53949,6,45.67,45.67
53949,7,45.67,
53950,5,153.45,153.45
53950,6,153.45,153.45
53950,7,153.45,
53951,5,24.79,24.79
53951,6,24.79,24.79
53951,7,24.79,
53952,5,34.74,34.74
53952,6,34.74,34.74
53952,7,34.74,
53953,5,54.84,54.84
53953,6,54.84,54.84
53953,7,54.84,
53954,5,85.19,85.19
53954,6,85.19,85.19
53954,7,85.19,
53955,5,23.30,23.30
53955,6,23.30,23.30
53955,7,23.30,
53956,5,158.05,158.05
53956,6,158.05,158.05
53956,7,158.05,
53957,5,27.49,27.49
53957,6,27.49,27.49
53957,7,27.49,
53958,5,65.47,65.47
53958,6,65.47,65.47
53958,7,65.47,
53959,5,38.77,38.77
53959,6,38.77,38.77
53959,7,38.77,
53960,5,70.27,70.27
53960,6,70.27,70.27
53960,7,70.27,
53961,5,63.85,63.85
53961,6,63.85,63.85
53961,7,63.85,
53962,5,74.22,74.22
53962,6,74.22,74.22
53962,7,74.22,
53963,5,81.95,81.95
53963,6,81.95,81.95
53963,7,81.95,
53964,5,103.82,103.82
53964,6,103.82,103.82
53964,7,103.82,
53965,5,44.32,44.32
53965,6,44.32,44.32
53965,7,44.32,
53966,5,77.55,77.55
53966,6,77.55,77.55
53966,7,77.55,
53967,5,58.28,58.28
53967,6,58.28,58.28
53967,7,58.28,
53968,5,39.42,39.42
53968,6,39.42,39.42
53968,7,39.42,
53969,5,84.47,84.47
53969,6,84.47,84.47
53969,7,84.47,
53970,5,84.28,84.28
53970,6,84.28,84.28
53970,7,84.28,
53971,5,36.65,36.65
53971,6,36.65,36.65
53971,7,36.65,
53972,5,26.74,26.74
53972,6,26.74,26.74
53972,7,26.74,
53973,5,28.54,28.54
53973,6,28.54,28.54
53973,7,28.54,
53974,5,44.19,44.19
53974,6,44.19,44.19
53974,7,44.19,
53975,5,42.32,42.32
53975,6,42.32,42.32
53975,7,42.32,
53976,5,61.42,61.42
53976,6,61.42,61.42
53976,7,61.42,
53977,5,42.69,42.69
53977,6,42.69,42.69
53977,7,42.69,
53978,5,61.82,61.82
53978,6,61.82,61.82
53978,7,61.82,
53979,5,66.81,66.81
53979,6,66.81,66.81
53979,7,66.81,
53980,5,38.73,38.73
53980,6,38.73,38.73
53980,7,38.73,
53981,5,85.17,85.17
53981,6,85.17,85.17
53981,7,85.17,
53982,5,77.00,77.00
53982,6,77.00,77.00
53982,7,77.00,
53983,5,71.95,71.95
53983,6,71.95,71.95
53983,7,71.95,
53984,5,119.78,119.78
53984,6,119.78,119.78
53984,7,119.78,
53985,5,31.35,31.35
53985,6,31.35,31.35
53985,7,31.35,
53986,5,38.97,38.97
53986,6,38.97,38.97
53986,7,38.97,
53987,5,76.92,76.92
53987,6,76.92,76.92
53987,7,76.92,
53988,5,42.12,42.12
53988,6,42.12,42.12
53988,7,42.12,
53989,5,56.56,56.56
53989,6,56.56,56.56
53989,7,56.56,
53990,5,84.69,84.69
53990,6,84.69,84.69
53990,7,84.69,
53991,5,58.89,58.89
53991,6,58.89,58.89
53991,7,58.89,
53992,5,29.41,29.41
53992,6,29.41,29.41
53992,7,29.41,
53993,5,29.11,29.11
53993,6,29.11,29.11
53993,7,29.11,
53994,5,47.55,47.55
53994,6,47.55,47.55
53994,7,47.55,
53995,5,152.72,152.72
53995,6,152.72,152.72
53995,7,152.72,
53996,5,69.97,69.97
53996,6,69.97,69.97
53996,7,69.97,
53997,5,60.12,60.12
53997,6,60.12,60.12
53997,7,60.12,
53998,5,60.60,60.60
53998,6,60.60,60.60
53998,7,60.60,
53999,5,47.70,47.70
53999,6,47.70,47.70
53999,7,47.70,
54000,5,42.35,42.35
54000,6,42.35,42.35
54000,7,42.35,
54001,5,31.39,31.39
54001,6,31.39,31.39
54001,7,31.39,
54002,5,25.86,25.86
54002,6,25.86,25.86
54002,7,25.86,
54003,5,46.28,46.28
54003,6,46.28,46.28
54003,7,46.28,
54004,5,30.37,30.37
54004,6,30.37,30.37
54004,7,30.37,
54005,5,148.52,148.52
54005,6,148.52,148.52
54005,7,148.52,
54006,5,33.89,33.89
54006,6,33.89,33.89
54006,7,33.89,
54007,5,44.84,44.84
54007,6,44.84,44.84
54007,7,44.84,
54008,5,89.24,89.24
54008,6,89.24,89.24
54008,7,89.24,
54009,5,122.88,122.88
54009,6,122.88,122.88
54009,7,122.88,
54010,5,46.90,46.90
54010,6,46.90,46.90
54010,7,46.90,
54011,5,90.24,90.24
54011,6,90.24,90.24
54011,7,90.24,
54012,5,43.27,43.27
54012,6,43.27,43.27
54012,7,43.27,
54013,5,26.15,26.15
54013,6,26.15,26.15
54013,7,26.15,
54014,5,47.41,47.41
54014,6,47.41,47.41
54014,7,47.41,
54015,5,39.27,39.27
54015,6,39.27,39.27
54015,7,39.27,
54016,5,39.38,39.38
54016,6,39.38,39.38
54016,7,39.38,
54017,5,117.67,117.67
54017,6,117.67,117.67
54017,7,117.67,
54018,5,82.71,82.71
54018,6,82.71,82.71
54018,7,82.71,
54019,5,122.30,122.30
54019,6,122.30,122.30
54019,7,122.30,
54020,5,90.38,90.38
54020,6,90.38,90.38
54020,7,90.38,
54021,5,59.86,59.86
54021,6,59.86,59.86
54021,7,59.86,
54022,5,97.51,97.51
54022,6,97.51,97.51
54022,7,97.51,
54023,5,107.40,107.40
54023,6,107.40,107.40
54023,7,107.40,
54024,5,87.32,87.32
54024,6,87.32,87.32
54024,7,87.32,
54025,5,78.86,78.86
54025,6,78.86,78.86
54025,7,78.86,
54026,5,71.42,71.42
54026,6,71.42,71.42
54026,7,71.42,
54027,5,159.08,159.08
54027,6,159.08,159.08
54027,7,159.08,
54028,5,115.37,115.37
54028,6,115.37,115.37
54028,7,115.37,
54029,5,21.92,21.92
54029,6,21.92,21.92
54029,7,21.92,
54030,5,32.14,32.14
54030,6,32.14,32.14
54030,7,32.14,
54031,5,60.36,60.36
54031,6,60.36,60.36
54031,7,60.36,
54032,5,149.74,149.74
54032,6,149.74,149.74
54032,7,149.74,
54033,5,24.19,24.19
54033,6,24.19,24.19
54033,7,24.19,
54034,5,32.42,32.42
54034,6,32.42,32.42
54034,7,32.42,
54035,5,60.53,60.53
54035,6,60.53,60.53
54035,7,60.53,
54036,5,53.71,53.71
54036,6,53.71,53.71
54036,7,53.71,
54037,5,65.41,65.41
54037,6,65.41,65.41
54037,7,65.41,
54038,5,87.76,87.76
54038,6,87.76,87.76
54038,7,87.76,
54039,5,25.82,25.82
54039,6,25.82,25.82
54039,7,25.82,
54040,5,34.04,34.04
54040,6,34.04,34.04
54040,7,34.04,
54041,5,58.06,58.06
54041,6,58.06,58.06
54041,7,58.06,
54042,5,147.11,147.11
54042,6,147.11,147.11
54042,7,147.11,
54043,5,155.58,155.58
54043,6,155.58,155.58
54043,7,155.58,
54044,5,69.55,69.55
54044,6,69.55,69.55
54044,7,69.55,
54045,5,24.24,24.24
54045,6,24.24,24.24
54045,7,24.24,
54046,5,143.07,143.07
54046,6,143.07,143.07
54046,7,143.07,
54047,5,39.24,39.24
54047,6,39.24,39.24
54047,7,39.24,
54048,5,46.89,46.89
54048,6,46.89,46.89
54048,7,46.89,
54049,5,40.20,40.20
54049,6,40.20,40.20
54049,7,40.20,
54050,5,31.30,31.30
54050,6,31.30,31.30
54050,7,31.30,
54051,5,39.42,39.42
54051,6,39.42,39.42
54051,7,39.42,
54052,5,29.56,29.56
54052,6,29.56,29.56
54052,7,29.56,
54053,5,35.21,35.21
54053,6,35.21,35.21
54053,7,35.21,
54054,5,110.68,110.68
54054,6,110.68,110.68
54054,7,110.68,
54055,5,60.96,60.96
54055,6,60.96,60.96
54055,7,60.96,
54056,5,39.63,39.63
54056,6,39.63,39.63
54056,7,39.63,
54057,5,82.06,82.06
54057,6,82.06,82.06
54057,7,82.06,
54058,5,84.13,84.13
54058,6,84.13,84.13
54058,7,84.13,
54059,5,67.51,67.51
54059,6,67.51,67.51
54059,7,67.51,
54060,5,71.76,71.76
54060,6,71.76,71.76
54060,7,71.76,
54061,5,26.81,26.81
54061,6,26.81,26.81
54061,7,26.81,
54062,5,45.79,45.79
54062,6,45.79,45.79
54062,7,45.79,
54063,5,30.17,30.17
54063,6,30.17,30.17
54063,7,30.17,
54064,5,32.37,32.37
54064,6,32.37,32.37
54064,7,32.37,
54065,5,47.64,47.64
54065,6,47.64,47.64
54065,7,47.64,
54066,5,31.74,31.74
54066,6,31.74,31.74
54066,7,31.74,
54067,5,22.88,22.88
54067,6,22.88,22.88
54067,7,22.88,
54068,5,25.83,25.83
54068,6,25.83,25.83
54068,7,25.83,
54069,5,22.78,22.78
54069,6,22.78,22.78
54069,7,22.78,
54070,5,85.38,85.38
54070,6,85.38,85.38
54070,7,85.38,
54071,5,133.65,133.65
54071,6,133.65,133.65
54071,7,133.65,
54072,5,28.85,28.85
54072,6,28.85,28.85
54072,7,28.85,
54073,5,131.88,131.88
54073,6,131.88,131.88
54073,7,131.88,
54074,5,27.78,27.78
54074,6,27.78,27.78
54074,7,27.78,
54075,5,39.89,39.89
54075,6,39.89,39.89
54075,7,39.89,
54076,5,43.45,43.45
54076,6,43.45,43.45
54076,7,43.45,
54077,5,90.30,90.30
54077,6,90.30,90.30
54077,7,90.30,
54078,5,144.25,144.25
54078,6,144.25,144.25
54078,7,144.25,
54079,5,87.45,87.45
54079,6,87.45,87.45
54079,7,87.45,
54080,5,44.08,44.08
54080,6,44.08,44.08
54080,7,44.08,
54081,5,24.20,24.20
54081,6,24.20,24.20
54081,7,24.20,
54082,5,88.61,88.61
54082,6,88.61,88.61
54082,7,88.61,
54083,5,30.29,30.29
54083,6,30.29,30.29
54083,7,30.29,
54084,5,35.20,35.20
54084,6,35.20,35.20
54084,7,35.20,
54085,5,113.89,113.89
54085,6,113.89,113.89
54085,7,113.89,
54086,5,28.79,28.79
54086,6,28.79,28.79
54086,7,28.79,
54087,5,34.86,34.86
54087,6,34.86,34.86
54087,7,34.86,
54088,5,42.59,42.59
54088,6,42.59,42.59
54088,7,42.59,
54089,5,123.91,123.91
54089,6,123.91,123.91
54089,7,123.91,
54090,5,78.47,78.47
54090,6,78.47,78.47
54090,7,78.47,
54091,5,24.17,24.17
54091,6,24.17,24.17
54091,7,24.17,
54092,5,123.72,123.72
54092,6,123.72,123.72
54092,7,123.72,
54093,5,74.48,74.48
54093,6,74.48,74.48
54093,7,74.48,
54094,5,26.58,26.58
54094,6,26.58,26.58
54094,7,26.58,
54095,5,47.19,47.19
54095,6,47.19,47.19
54095,7,47.19,
54096,5,116.12,116.12
54096,6,116.12,116.12
54096,7,116.12,
54097,5,79.08,79.08
54097,6,79.08,79.08
54097,7,79.08,
54098,5,22.12,22.12
54098,6,22.12,22.12
54098,7,22.12,
54099,5,118.83,118.83
54099,6,118.83,118.83
54099,7,118.83,
54100,5,40.80,40.80
54100,6,40.80,40.80
54100,7,40.80,
54101,5,43.14,43.14
54101,6,43.14,43.14
54101,7,43.14,
54102,5,69.20,69.20
54102,6,69.20,69.20
54102,7,69.20,
54103,5,63.64,63.64
54103,6,63.64,63.64
54103,7,63.64,
54104,5,33.65,33.65
54104,6,33.65,33.65
54104,7,33.65,
54105,5,40.04,40.04
54105,6,40.04,40.04
54105,7,40.04,
54106,5,107.06,107.06
54106,6,107.06,107.06
54106,7,107.06,
54107,5,39.44,39.44
54107,6,39.44,39.44
54107,7,39.44,
54108,5,77.99,77.99
54108,6,77.99,77.99
54108,7,77.99,
54109,5,97.30,97.30
54109,6,97.30,97.30
54109,7,97.30,
54110,5,41.45,41.45
54110,6,41.45,41.45
54110,7,41.45,
54111,5,84.17,84.17
54111,6,84.17,84.17
54111,7,84.17,
54112,5,103.68,103.68
54112,6,103.68,103.68
54112,7,103.68,
54113,5,79.68,79.68
54113,6,79.68,79.68
54113,7,79.68,
54114,5,25.17,25.17
54114,6,25.17,25.17
54114,7,25.17,
54115,5,32.88,32.88
54115,6,32.88,32.88
54115,7,32.88,
54116,5,44.19,44.19
54116,6,44.19,44.19
54116,7,44.19,
54117,5,89.22,89.22
54117,6,89.22,89.22
54117,7,89.22,
54118,5,90.05,90.05
54118,6,90.05,90.05
54118,7,90.05,
54119,5,142.63,142.63
54119,6,142.63,142.63
54119,7,142.63,
54120,5,147.88,147.88
54120,6,147.88,147.88
54120,7,147.88,
54121,5,145.31,145.31
54121,6,145.31,145.31
54121,7,145.31,
54122,5,41.66,41.66
54122,6,41.66,41.66
54122,7,41.66,
54123,5,43.56,43.56
54123,6,43.56,43.56
54123,7,43.56,
54124,5,87.61,87.61
54124,6,87.61,87.61
54124,7,87.61,
54125,5,78.72,78.72
54125,6,78.72,78.72
54125,7,78.72,
54126,5,124.32,124.32
54126,6,124.32,124.32
54126,7,124.32,
54127,5,77.81,77.81
54127,6,77.81,77.81
54127,7,77.81,
54128,5,81.39,81.39
54128,6,81.39,81.39
54128,7,81.39,
54129,5,64.38,64.38
54129,6,64.38,64.38
54129,7,64.38,
54130,5,149.35,149.35
54130,6,149.35,149.35
54130,7,149.35,
54131,5,23.70,23.70
54131,6,23.70,23.70
54131,7,23.70,
54132,5,28.98,28.98
54132,6,28.98,28.98
54132,7,28.98,
54133,5,117.22,117.22
54133,6,117.22,117.22
54133,7,117.22,
54134,5,80.35,80.35
54134,6,80.35,80.35
54134,7,80.35,
54135,5,41.85,41.85
54135,6,41.85,41.85
54135,7,41.85,
54136,5,43.10,43.10
54136,6,43.10,43.10
54136,7,43.10,
54137,5,71.67,71.67
54137,6,71.67,71.67
54137,7,71.67,
54138,5,53.83,53.83
54138,6,53.83,53.83
54138,7,53.83,
54139,5,68.61,68.61
54139,6,68.61,68.61
54139,7,68.61,
54140,5,28.61,28.61
54140,6,28.61,28.61
54140,7,28.61,
54141,5,83.74,83.74
54141,6,83.74,83.74
54141,7,83.74,
54142,5,125.45,125.45
54142,6,125.45,125.45
54142,7,125.45,
54143,5,26.40,26.40
54143,6,26.40,26.40
54143,7,26.40,
54144,5,88.16,88.16
54144,6,88.16,88.16
54144,7,88.16,
54145,5,44.85,44.85
54145,6,44.85,44.85
54145,7,44.85,
54146,5,35.76,35.76
54146,6,35.76,35.76
54146,7,35.76,
54147,5,89.30,89.30
54147,6,89.30,89.30
54147,7,89.30,
54148,5,21.42,21.42
54148,6,21.42,21.42
54148,7,21.42,
54149,5,23.28,23.28
54149,6,23.28,23.28
54149,7,23.28,
54150,5,72.78,72.78
54150,6,72.78,72.78
54150,7,72.78,
54151,5,47.14,47.14
54151,6,47.14,47.14
54151,7,47.14,
54152,5,27.83,27.83
54152,6,27.83,27.83
54152,7,27.83,
54153,5,139.52,139.52
54153,6,139.52,139.52
54153,7,139.52,
54154,5,56.62,56.62
54154,6,56.62,56.62
54154,7,56.62,
54155,5,27.96,27.96
54155,6,27.96,27.96
54155,7,27.96,
54156,5,70.89,70.89
54156,6,70.89,70.89
54156,7,70.89,
54157,5,30.90,30.90
54157,6,30.90,30.90
54157,7,30.90,
54158,5,37.70,37.70
54158,6,37.70,37.70
54158,7,37.70,
54159,5,139.01,139.01
54159,6,139.01,139.01
54159,7,139.01,
54160,5,42.19,42.19
54160,6,42.19,42.19
54160,7,42.19,
54161,5,136.18,136.18
54161,6,136.18,136.18
54161,7,136.18,
54162,5,37.91,37.91
54162,6,37.91,37.91
54162,7,37.91,
54163,5,78.68,78.68
54163,6,78.68,78.68
54163,7,78.68,
54164,5,44.43,44.43
54164,6,44.43,44.43
54164,7,44.43,
54165,5,140.07,140.07
54165,6,140.07,140.07
54165,7,140.07,
54166,5,46.56,46.56
54166,6,46.56,46.56
54166,7,46.56,
54167,5,35.62,35.62
54167,6,35.62,35.62
54167,7,35.62,
54168,5,80.61,80.61
54168,6,80.61,80.61
54168,7,80.61,
54169,5,148.80,148.80
54169,6,148.80,148.80
54169,7,148.80,
54170,5,47.28,47.28
54170,6,47.28,47.28
54170,7,47.28,
54171,5,72.61,72.61
54171,6,72.61,72.61
54171,7,72.61,
54172,5,22.99,22.99
54172,6,22.99,22.99
54172,7,22.99,
54173,5,65.63,65.63
54173,6,65.63,65.63
54173,7,65.63,
54174,5,40.81,40.81
54174,6,40.81,40.81
54174,7,40.81,
54175,5,57.42,57.42
54175,6,57.42,57.42
54175,7,57.42,
54176,5,35.10,35.10
54176,6,35.10,35.10
54176,7,35.10,
54177,5,35.25,35.25
54177,6,35.25,35.25
54177,7,35.25,
54178,5,65.63,65.63
54178,6,65.63,65.63
54178,7,65.63,
54179,5,45.01,45.01
54179,6,45.01,45.01
54179,7,45.01,
54180,5,56.73,56.73
54180,6,56.73,56.73
54180,7,56.73,
54181,5,65.08,65.08
54181,6,65.08,65.08
54181,7,65.08,
54182,5,78.02,78.02
54182,6,78.02,78.02
54182,7,78.02,
54183,5,149.85,149.85
54183,6,149.85,149.85
54183,7,149.85,
54184,5,68.67,68.67
54184,6,68.67,68.67
54184,7,68.67,
54185,5,70.53,70.53
54185,6,70.53,70.53
54185,7,70.53,
54186,5,141.68,141.68
54186,6,141.68,141.68
54186,7,141.68,
54187,5,155.18,155.18
54187,6,155.18,155.18
54187,7,155.18,
54188,5,65.82,65.82
54188,6,65.82,65.82
54188,7,65.82,
54189,5,86.20,86.20
54189,6,86.20,86.20
54189,7,86.20,
54190,5,81.21,81.21
54190,6,81.21,81.21
54190,7,81.21,
54191,5,34.67,34.67
54191,6,34.67,34.67
54191,7,34.67,
54192,5,37.70,37.70
54192,6,37.70,37.70
54192,7,37.70,
54193,5,36.45,36.45
54193,6,36.45,36.45
54193,7,36.45,
54194,5,101.68,101.68
54194,6,101.68,101.68
54194,7,101.68,
54195,5,74.14,74.14
54195,6,74.14,74.14
54195,7,74.14,
54196,5,109.86,109.86
54196,6,109.86,109.86
54196,7,109.86,
54197,5,43.29,43.29
54197,6,43.29,43.29
54197,7,43.29,
54198,5,72.15,72.15
54198,6,72.15,72.15
54198,7,72.15,
54199,5,138.19,138.19
54199,6,138.19,138.19
54199,7,138.19,
54200,5,31.59,31.59
54200,6,31.59,31.59
54200,7,31.59,
54201,5,78.68,78.68
54201,6,78.68,78.68
54201,7,78.68,
54202,5,29.60,29.60
54202,6,29.60,29.60
54202,7,29.60,
54203,5,23.25,23.25
54203,6,23.25,23.25
54203,7,23.25,
54204,5,66.34,66.34
54204,6,66.34,66.34
54204,7,66.34,
54205,5,64.77,64.77
54205,6,64.77,64.77
54205,7,64.77,
54206,5,28.09,28.09
54206,6,28.09,28.09
54206,7,28.09,
54207,5,140.20,140.20
54207,6,140.20,140.20
54207,7,140.20,
54208,5,43.91,43.91
54208,6,43.91,43.91
54208,7,43.91,
54209,5,22.38,22.38
54209,6,22.38,22.38
54209,7,22.38,
54210,5,36.16,36.16
54210,6,36.16,36.16
54210,7,36.16,
54211,5,87.91,87.91
54211,6,87.91,87.91
54211,7,87.91,
54212,5,29.80,29.80
54212,6,29.80,29.80
54212,7,29.80,
54213,5,77.45,77.45
54213,6,77.45,77.45
54213,7,77.45,
54214,5,136.29,136.29
54214,6,136.29,136.29
54214,7,136.29,
54215,5,43.62,43.62
54215,6,43.62,43.62
54215,7,43.62,
54216,5,39.78,39.78
54216,6,39.78,39.78
54216,7,39.78,
54217,5,58.06,58.06
54217,6,58.06,58.06
54217,7,58.06,
54218,5,26.65,26.65
54218,6,26.65,26.65
54218,7,26.65,
54219,5,32.74,32.74
54219,6,32.74,32.74
54219,7,32.74,
54220,5,85.00,85.00
54220,6,85.00,85.00
54220,7,85.00,
54221,5,30.03,30.03
54221,6,30.03,30.03
54221,7,30.03,
54222,5,155.74,155.74
54222,6,155.74,155.74
54222,7,155.74,
54223,5,81.31,81.31
54223,6,81.31,81.31
54223,7,81.31,
54224,5,23.66,23.66
54224,6,23.66,23.66
54224,7,23.66,
54225,5,89.34,89.34
54225,6,89.34,89.34
54225,7,89.34,
54226,5,137.06,137.06
54226,6,137.06,137.06
54226,7,137.06,
54227,5,58.56,58.56
54227,6,58.56,58.56
54227,7,58.56,
54228,5,34.13,34.13
54228,6,34.13,34.13
54228,7,34.13,
54229,5,53.98,53.98
54229,6,53.98,53.98
54229,7,53.98,
54230,5,30.97,30.97
54230,6,30.97,30.97
54230,7,30.97,
54231,5,99.46,99.46
54231,6,99.46,99.46
54231,7,99.46,
54232,5,23.26,23.26
54232,6,23.26,23.26
54232,7,23.26,
54233,5,87.19,87.19
54233,6,87.19,87.19
54233,7,87.19,
54234,5,27.36,27.36
54234,6,27.36,27.36
54234,7,27.36,
54235,5,123.61,123.61
54235,6,123.61,123.61
54235,7,123.61,
54236,5,26.99,26.99
54236,6,26.99,26.99
54236,7,26.99,
54237,5,25.97,25.97
54237,6,25.97,25.97
54237,7,25.97,
54238,5,76.15,76.15
54238,6,76.15,76.15
54238,7,76.15,
54239,5,38.86,38.86
54239,6,38.86,38.86
54239,7,38.86,
54240,5,54.21,54.21
54240,6,54.21,54.21
54240,7,54.21,
54241,5,56.57,56.57
54241,6,56.57,56.57
54241,7,56.57,
54242,5,88.02,88.02
54242,6,88.02,88.02
54242,7,88.02,
54243,5,155.29,155.29
54243,6,155.29,155.29
54243,7,155.29,
54244,5,28.98,28.98
54244,6,28.98,28.98
54244,7,28.98,
54245,5,28.85,28.85
54245,6,28.85,28.85
54245,7,28.85,
54246,5,40.95,40.95
54246,6,40.95,40.95
54246,7,40.95,
54247,5,81.59,81.59
54247,6,81.59,81.59
54247,7,81.59,
54248,5,98.72,98.72
54248,6,98.72,98.72
54248,7,98.72,
54249,5,30.68,30.68
54249,6,30.68,30.68
54249,7,30.68,
54250,5,118.18,118.18
54250,6,118.18,118.18
54250,7,118.18,
54251,5,90.70,90.70
54251,6,90.70,90.70
54251,7,90.70,
54252,5,34.33,34.33
54252,6,34.33,34.33
54252,7,34.33,
54253,5,136.68,136.68
54253,6,136.68,136.68
54253,7,136.68,
54254,5,53.95,53.95
54254,6,53.95,53.95
54254,7,53.95,
54255,5,90.32,90.32
54255,6,90.32,90.32
54255,7,90.32,
54256,5,141.00,141.00
54256,6,141.00,141.00
54256,7,141.00,
54257,5,64.42,64.42
54257,6,64.42,64.42
54257,7,64.42,
54258,5,60.47,60.47
54258,6,60.47,60.47
54258,7,60.47,
54259,5,68.95,68.95
54259,6,68.95,68.95
54259,7,68.95,
54260,5,85.27,85.27
54260,6,85.27,85.27
54260,7,85.27,
54261,5,73.25,73.25
54261,6,73.25,73.25
54261,7,73.25,
54262,5,155.94,155.94
54262,6,155.94,155.94
54262,7,155.94,
54263,5,61.50,61.50
54263,6,61.50,61.50
54263,7,61.50,
54264,5,39.46,39.46
54264,6,39.46,39.46
54264,7,39.46,
54265,5,89.87,89.87
54265,6,89.87,89.87
54265,7,89.87,
54266,5,56.98,56.98
54266,6,56.98,56.98
54266,7,56.98,
54267,5,79.88,79.88
54267,6,79.88,79.88
54267,7,79.88,
54268,5,64.01,64.01
54268,6,64.01,64.01
54268,7,64.01,
54269,5,80.43,80.43
54269,6,80.43,80.43
54269,7,80.43,
54270,5,29.44,29.44
54270,6,29.44,29.44
54270,7,29.44,
54271,5,47.63,47.63
54271,6,47.63,47.63
54271,7,47.63,
54272,5,53.67,53.67
54272,6,53.67,53.67
54272,7,53.67,
54273,5,47.99,47.99
54273,6,47.99,47.99
54273,7,47.99,
54274,5,46.15,46.15
54274,6,46.15,46.15
54274,7,46.15,
54275,5,25.66,25.66
54275,6,25.66,25.66
54275,7,25.66,
54276,5,46.79,46.79
54276,6,46.79,46.79
54276,7,46.79,
54277,5,124.38,124.38
54277,6,124.38,124.38
54277,7,124.38,
54278,5,81.52,81.52
54278,6,81.52,81.52
54278,7,81.52,
54279,5,30.84,30.84
54279,6,30.84,30.84
54279,7,30.84,
54280,5,86.99,86.99
54280,6,86.99,86.99
54280,7,86.99,
54281,5,149.39,149.39
54281,6,149.39,149.39
54281,7,149.39,
54282,5,54.41,54.41
54282,6,54.41,54.41
54282,7,54.41,
54283,5,87.12,87.12
54283,6,87.12,87.12
54283,7,87.12,
54284,5,60.29,60.29
54284,6,60.29,60.29
54284,7,60.29,
54285,5,57.65,57.65
54285,6,57.65,57.65
54285,7,57.65,
54286,5,138.81,138.81
54286,6,138.81,138.81
54286,7,138.81,
54287,5,27.18,27.18
54287,6,27.18,27.18
54287,7,27.18,
54288,5,68.50,68.50
54288,6,68.50,68.50
54288,7,68.50,
54289,5,56.93,56.93
54289,6,56.93,56.93
54289,7,56.93,
54290,5,44.76,44.76
54290,6,44.76,44.76
54290,7,44.76,
54291,5,67.77,67.77
54291,6,67.77,67.77
54291,7,67.77,
54292,5,65.73,65.73
54292,6,65.73,65.73
54292,7,65.73,
54293,5,34.91,34.91
54293,6,34.91,34.91
54293,7,34.91,
54294,5,125.55,125.55
54294,6,125.55,125.55
54294,7,125.55,
54295,5,41.64,41.64
54295,6,41.64,41.64
54295,7,41.64,
54296,5,139.70,139.70
54296,6,139.70,139.70
54296,7,139.70,
54297,5,36.40,36.40
54297,6,36.40,36.40
54297,7,36.40,
54298,5,22.18,22.18
54298,6,22.18,22.18
54298,7,22.18,
54299,5,42.70,42.70
54299,6,42.70,42.70
54299,7,42.70,
54300,5,36.03,36.03
54300,6,36.03,36.03
54300,7,36.03,
54301,5,23.93,23.93
54301,6,23.93,23.93
54301,7,23.93,
54302,5,33.11,33.11
54302,6,33.11,33.11
54302,7,33.11,
